"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2017년 06월 01일","44,680","44,860","44,900","44,400","9.74M","-0.04%"
"2017년 05월 31일","44,700","44,580","45,020","44,400","18.39M","0.13%"
"2017년 05월 30일","44,640","45,520","45,660","44,480","12.42M","-2.15%"
"2017년 05월 29일","45,620","46,220","46,400","45,380","8.72M","-1.00%"
"2017년 05월 26일","46,080","45,600","46,460","45,540","13.06M","0.88%"
"2017년 05월 25일","45,680","45,160","45,680","44,800","12.95M","1.78%"
"2017년 05월 24일","44,880","44,860","45,300","44,800","8.60M","-0.09%"
"2017년 05월 23일","44,920","45,400","45,580","44,900","12.57M","-0.40%"
"2017년 05월 22일","45,100","45,040","45,380","44,760","17.62M","0.85%"
"2017년 05월 19일","44,720","45,640","45,780","44,720","15.72M","-2.66%"
"2017년 05월 18일","45,940","45,740","46,000","45,540","10.77M","-0.86%"
"2017년 05월 17일","46,340","46,120","46,640","46,100","7.41M","-0.09%"
"2017년 05월 16일","46,380","46,660","46,800","46,100","8.65M","0.61%"
"2017년 05월 15일","46,100","45,620","46,280","45,620","8.00M","0.61%"
"2017년 05월 12일","45,820","45,760","46,160","45,660","9.00M","0.70%"
"2017년 05월 11일","45,500","45,420","46,180","45,220","20.43M","-0.22%"
"2017년 05월 10일","45,600","46,160","47,220","45,600","22.63M","-98.06%"
"2017년 05월 09일","2,351,000","2,351,000","2,351,000","2,351,000","0.04K","4,900.00%"
"2017년 05월 08일","47,020","45,520","47,020","45,340","16.63M","3.30%"
"2017년 05월 04일","45,520","45,700","45,700","44,860","11.28M","-97.97%"
"2017년 05월 03일","2,245,000","2,245,000","2,245,000","2,245,000","-","4,900.00%"
"2017년 05월 02일","44,900","45,500","45,500","44,760","14.03M","-97.99%"
"2017년 05월 01일","2,231,000","2,231,000","2,231,000","2,231,000","0.00K","4,900.00%"
"2017년 04월 28일","44,620","45,780","45,800","44,520","21.47M","1.78%"
"2017년 04월 27일","43,840","42,700","44,520","41,960","21.48M","2.43%"
"2017년 04월 26일","42,800","42,700","42,800","42,520","10.63M","0.23%"
"2017년 04월 25일","42,700","41,460","42,740","41,320","14.25M","3.54%"
"2017년 04월 24일","41,240","41,260","41,260","40,920","7.01M","1.18%"
"2017년 04월 21일","40,760","40,480","41,400","40,480","12.16M","1.19%"
"2017년 04월 20일","40,280","40,580","40,800","40,080","19.56M","-1.52%"
"2017년 04월 19일","40,900","41,300","41,420","40,900","10.14M","-1.45%"
"2017년 04월 18일","41,500","41,680","41,820","41,280","6.35M","-0.14%"
"2017년 04월 17일","41,560","42,000","42,080","41,520","4.20M","-1.09%"
"2017년 04월 14일","42,020","42,160","42,260","41,760","4.46M","-0.94%"
"2017년 04월 13일","42,420","41,660","42,460","41,660","8.48M","1.24%"
"2017년 04월 12일","41,900","41,860","41,940","41,700","6.77M","0.72%"
"2017년 04월 11일","41,600","41,940","41,940","41,580","5.37M","-0.81%"
"2017년 04월 10일","41,940","41,940","41,940","41,500","6.07M","0.82%"
"2017년 04월 07일","41,600","41,800","41,820","41,160","8.32M","-0.57%"
"2017년 04월 06일","41,840","42,000","42,080","41,600","7.78M","-0.71%"
"2017년 04월 05일","42,140","41,900","42,240","41,700","8.75M","0.14%"
"2017년 04월 04일","42,080","41,600","42,180","41,520","10.12M","1.54%"
"2017년 04월 03일","41,440","41,400","41,720","41,300","7.79M","0.58%"
"2017년 03월 31일","41,200","41,820","42,020","41,200","9.74M","-1.86%"
"2017년 03월 30일","41,980","41,880","42,440","41,880","8.09M","0.48%"
"2017년 03월 29일","41,780","41,740","41,960","41,580","10.08M","0.72%"
"2017년 03월 28일","41,480","41,560","41,840","41,380","8.14M","0.68%"
"2017년 03월 27일","41,200","41,200","41,880","41,180","9.57M","-0.72%"
"2017년 03월 24일","41,500","41,600","41,980","41,080","12.65M","-0.72%"
"2017년 03월 23일","41,800","42,200","42,360","41,700","14.99M","-1.55%"
"2017년 03월 22일","42,460","41,600","42,460","41,580","15.24M","-0.23%"
"2017년 03월 21일","42,560","41,780","42,680","41,760","11.01M","1.58%"
"2017년 03월 20일","41,900","42,000","42,120","41,740","9.92M","-1.18%"
"2017년 03월 17일","42,400","41,800","42,500","41,720","11.34M","1.34%"
"2017년 03월 16일","41,840","41,800","42,180","41,540","9.81M","1.06%"
"2017년 03월 15일","41,400","40,800","41,440","40,800","8.30M","0.10%"
"2017년 03월 14일","41,360","40,620","41,540","40,500","11.32M","1.87%"
"2017년 03월 13일","40,600","40,040","40,980","40,040","7.41M","1.05%"
"2017년 03월 10일","40,180","39,960","40,420","39,860","10.12M","-0.05%"
"2017년 03월 09일","40,200","40,200","40,300","40,020","11.41M","0.00%"
"2017년 03월 08일","40,200","40,200","40,620","40,140","10.84M","0.00%"
"2017년 03월 07일","40,200","39,800","40,320","39,800","10.54M","0.30%"
"2017년 03월 06일","40,080","39,220","40,220","39,220","12.20M","1.16%"
"2017년 03월 03일","39,620","39,340","39,720","39,160","12.69M","-0.25%"
"2017년 03월 02일","39,720","38,420","39,860","38,420","20.81M","3.33%"
"2017년 02월 28일","38,440","38,060","38,760","37,960","15.00M","1.00%"
"2017년 02월 27일","38,060","38,020","38,140","37,700","8.74M","-0.42%"
"2017년 02월 24일","38,220","38,960","39,100","38,060","8.79M","-2.45%"
"2017년 02월 23일","39,180","39,020","39,440","39,020","10.03M","-0.31%"
"2017년 02월 22일","39,300","39,000","39,340","38,980","8.53M","0.92%"
"2017년 02월 21일","38,940","38,540","39,560","38,420","10.48M","0.72%"
"2017년 02월 20일","38,660","38,220","38,780","38,160","7.47M","2.11%"
"2017년 02월 17일","37,860","37,560","38,040","37,280","15.08M","-0.42%"
"2017년 02월 16일","38,020","37,800","38,360","37,780","10.22M","0.80%"
"2017년 02월 15일","37,720","37,080","37,960","37,080","13.88M","0.37%"
"2017년 02월 14일","37,580","37,960","38,260","37,320","13.04M","-1.00%"
"2017년 02월 13일","37,960","37,740","38,060","37,720","10.39M","-1.04%"
"2017년 02월 10일","38,360","38,400","38,760","38,300","10.72M","-0.10%"
"2017년 02월 09일","38,400","38,780","38,840","38,220","13.16M","0.00%"
"2017년 02월 08일","38,400","38,740","38,780","38,200","12.87M","-1.08%"
"2017년 02월 07일","38,820","39,560","39,580","38,760","12.17M","-1.87%"
"2017년 02월 06일","39,560","39,580","39,660","39,140","8.82M","0.25%"
"2017년 02월 03일","39,460","39,400","39,500","39,180","8.47M","0.25%"
"2017년 02월 02일","39,360","39,600","39,660","39,200","11.89M","0.61%"
"2017년 02월 01일","39,120","39,540","39,660","39,040","13.00M","-0.86%"
"2017년 01월 31일","39,460","39,900","39,900","39,460","14.17M","-98.02%"
"2017년 01월 30일","1,995,000","1,995,000","1,995,000","1,995,000","0.04K","4,900.00%"
"2017년 01월 26일","39,900","39,420","40,000","39,420","12.90M","1.27%"
"2017년 01월 25일","39,400","38,340","39,400","38,320","13.14M","3.25%"
"2017년 01월 24일","38,160","38,120","38,580","37,880","9.73M","0.26%"
"2017년 01월 23일","38,060","37,200","38,060","37,000","8.50M","2.31%"
"2017년 01월 20일","37,200","37,120","37,420","36,880","8.76M","-0.75%"
"2017년 01월 19일","37,480","37,720","37,920","37,020","8.97M","1.46%"
"2017년 01월 18일","36,940","37,040","37,500","36,620","8.86M","-0.05%"
"2017년 01월 17일","36,960","36,580","37,460","36,580","8.09M","0.82%"
"2017년 01월 16일","36,660","36,860","37,820","36,320","16.59M","-2.14%"
"2017년 01월 13일","37,460","38,100","38,320","37,460","15.38M","-3.45%"
"2017년 01월 12일","38,800","38,000","38,800","37,980","11.59M","1.36%"
"2017년 01월 11일","38,280","37,520","38,560","37,420","11.86M","2.79%"
"2017년 01월 10일","37,240","37,280","37,400","37,080","8.71M","0.05%"
"2017년 01월 09일","37,220","36,600","37,500","36,560","12.87M","2.82%"
"2017년 01월 06일","36,200","36,180","36,440","36,040","8.38M","1.80%"
"2017년 01월 05일","35,560","36,060","36,060","35,540","10.49M","-1.66%"
"2017년 01월 04일","36,160","36,500","36,520","36,100","7.31M","-0.88%"
"2017년 01월 03일","36,480","36,280","36,620","36,020","7.34M","1.05%"
"2017년 01월 02일","36,100","35,980","36,240","35,880","4.65M","-98.00%"
"2017년 01월 01일","1,802,000","1,802,000","1,802,000","1,802,000","0.01K","4,900.00%"
"2016년 12월 29일","36,040","35,420","36,040","35,400","7.00M","0.78%"
"2016년 12월 28일","35,760","35,840","35,980","35,600","6.62M","-0.61%"
"2016년 12월 27일","35,980","35,980","36,200","35,860","4.60M","0.06%"
"2016년 12월 26일","35,960","35,600","36,000","35,560","4.80M","-97.98%"
"2016년 12월 25일","1,782,000","1,782,000","1,782,000","1,782,000","0.02K","4,900.00%"
"2016년 12월 23일","35,640","36,020","36,080","35,600","8.12M","-1.49%"
"2016년 12월 22일","36,180","36,260","36,300","35,980","5.33M","0.22%"
"2016년 12월 21일","36,100","36,360","36,600","36,020","6.53M","-0.39%"
"2016년 12월 20일","36,240","35,920","36,400","35,840","6.13M","0.95%"
"2016년 12월 19일","35,900","35,620","36,380","35,620","5.44M","-98.00%"
"2016년 12월 18일","1,793,000","1,793,000","1,793,000","1,793,000","-","4,900.00%"
"2016년 12월 16일","35,860","35,300","36,020","35,200","11.50M","1.93%"
"2016년 12월 15일","35,180","34,820","35,500","34,820","5.77M","-1.01%"
"2016년 12월 14일","35,540","35,560","35,680","35,280","7.18M","0.62%"
"2016년 12월 13일","35,320","34,620","35,440","34,620","10.88M","0.80%"
"2016년 12월 12일","35,040","34,660","35,360","34,660","11.18M","-98.03%"
"2016년 12월 11일","1,780,000","1,780,000","1,780,000","1,780,000","0.02K","4,900.00%"
"2016년 12월 09일","35,600","35,900","35,900","35,400","9.52M","-0.56%"
"2016년 12월 08일","35,800","35,980","36,020","35,520","16.40M","1.02%"
"2016년 12월 07일","35,440","35,040","35,480","35,040","9.54M","1.37%"
"2016년 12월 06일","34,960","34,440","35,200","34,400","13.69M","1.75%"
"2016년 12월 05일","34,360","34,340","34,680","34,220","8.47M","-98.01%"
"2016년 12월 04일","1,727,000","1,727,000","1,727,000","1,727,000","0.04K","4,900.00%"
"2016년 12월 02일","34,540","34,480","34,760","34,140","14.06M","-1.26%"
"2016년 12월 01일","34,980","34,800","35,060","34,660","13.10M","0.17%"
"2016년 11월 30일","34,920","33,540","34,940","33,540","25.48M","4.11%"
"2016년 11월 29일","33,540","33,800","33,960","33,380","17.66M","0.00%"
"2016년 11월 28일","33,540","33,000","33,620","32,800","12.98M","-97.97%"
"2016년 11월 27일","1,650,000","1,650,000","1,650,000","1,650,000","0.09K","4,900.00%"
"2016년 11월 25일","33,000","32,820","33,040","32,660","6.26M","0.00%"
"2016년 11월 24일","33,000","32,980","33,040","32,660","7.43M","0.06%"
"2016년 11월 23일","32,980","33,220","33,220","32,520","12.22M","0.55%"
"2016년 11월 22일","32,800","32,140","32,900","32,000","9.75M","2.95%"
"2016년 11월 21일","31,860","31,300","32,120","31,300","8.18M","-97.99%"
"2016년 11월 20일","1,586,000","1,586,000","1,586,000","1,586,000","0.01K","4,900.00%"
"2016년 11월 18일","31,720","31,640","31,760","31,400","9.34M","1.15%"
"2016년 11월 17일","31,360","31,100","31,520","30,900","7.86M","0.64%"
"2016년 11월 16일","31,160","30,800","31,280","30,800","11.32M","1.23%"
"2016년 11월 15일","30,780","31,060","31,620","30,780","13.65M","-0.90%"
"2016년 11월 14일","31,060","31,900","31,920","31,040","15.05M","-98.06%"
"2016년 11월 13일","1,598,000","1,598,000","1,598,000","1,598,000","0.06K","4,900.00%"
"2016년 11월 11일","31,960","31,700","32,360","31,700","12.75M","-3.09%"
"2016년 11월 10일","32,980","32,600","33,000","32,360","11.79M","3.32%"
"2016년 11월 09일","31,920","32,920","33,140","31,820","15.62M","-2.92%"
"2016년 11월 08일","32,880","32,980","32,980","32,700","5.37M","0.24%"
"2016년 11월 07일","32,800","32,940","33,000","32,680","7.65M","-97.98%"
"2016년 11월 06일","1,627,000","1,627,000","1,627,000","1,627,000","0.08K","4,900.00%"
"2016년 11월 04일","32,540","32,100","32,680","32,100","7.10M","0.68%"
"2016년 11월 03일","32,320","32,600","32,800","32,120","10.32M","-1.64%"
"2016년 11월 02일","32,860","32,800","33,040","32,620","10.10M","-0.54%"
"2016년 11월 01일","33,040","32,600","33,040","32,240","10.15M","0.79%"
"2016년 10월 31일","32,780","32,320","32,780","32,220","11.87M","-97.97%"
"2016년 10월 30일","1,614,000","1,614,000","1,614,000","1,614,000","0.04K","4,900.00%"
"2016년 10월 28일","32,280","31,600","32,280","31,600","9.83M","2.61%"
"2016년 10월 27일","31,460","31,420","32,340","31,120","13.83M","0.38%"
"2016년 10월 26일","31,340","31,940","31,980","31,240","9.73M","-1.88%"
"2016년 10월 25일","31,940","32,000","32,080","31,840","9.31M","-0.68%"
"2016년 10월 24일","32,160","31,860","32,160","31,800","8.75M","-97.98%"
"2016년 10월 23일","1,589,000","1,589,000","1,589,000","1,589,000","0.01K","4,900.00%"
"2016년 10월 21일","31,780","32,120","32,260","31,760","10.32M","-1.91%"
"2016년 10월 20일","32,400","32,520","33,020","32,180","10.22M","-0.31%"
"2016년 10월 19일","32,500","31,580","32,860","31,500","14.98M","2.27%"
"2016년 10월 18일","31,780","31,440","31,900","31,440","10.19M","-0.06%"
"2016년 10월 17일","31,800","31,300","32,040","30,760","12.66M","-97.98%"
"2016년 10월 16일","1,577,000","1,577,000","1,577,000","1,577,000","0.05K","4,900.00%"
"2016년 10월 14일","31,540","30,960","31,760","30,940","14.15M","1.28%"
"2016년 10월 13일","31,140","31,000","31,620","30,900","21.05M","1.43%"
"2016년 10월 12일","30,700","29,900","30,900","29,880","37.54M","-0.65%"
"2016년 10월 11일","30,900","32,000","32,500","30,900","34.09M","-8.04%"
"2016년 10월 10일","33,600","33,000","33,780","32,560","25.07M","-98.03%"
"2016년 10월 09일","1,706,000","1,706,000","1,706,000","1,706,000","0.03K","4,900.00%"
"2016년 10월 07일","34,120","34,000","34,320","33,800","21.38M","0.89%"
"2016년 10월 06일","33,820","33,920","34,000","33,340","27.88M","4.45%"
"2016년 10월 05일","32,380","32,020","32,520","31,940","11.45M","0.31%"
"2016년 10월 04일","32,280","32,200","32,480","32,120","10.24M","-97.98%"
"2016년 10월 03일","1,598,000","1,598,000","1,598,000","1,598,000","-","4,900.00%"
"2016년 09월 30일","31,960","31,800","32,300","31,700","11.53M","-0.13%"
"2016년 09월 29일","32,000","31,460","32,380","31,440","11.38M","2.11%"
"2016년 09월 28일","31,340","31,080","31,460","31,080","7.81M","-0.13%"
"2016년 09월 27일","31,380","31,000","31,500","30,660","9.83M","0.06%"
"2016년 09월 26일","31,360","31,420","31,920","31,280","13.15M","-98.00%"
"2016년 09월 25일","1,571,000","1,571,000","1,571,000","1,571,000","0.02K","4,900.00%"
"2016년 09월 23일","31,420","31,640","31,960","31,320","16.72M","-2.90%"
"2016년 09월 22일","32,360","32,000","32,820","31,980","11.01M","1.63%"
"2016년 09월 21일","31,840","31,900","32,020","31,520","9.96M","0.44%"
"2016년 09월 20일","31,700","31,180","31,760","31,180","12.92M","1.73%"
"2016년 09월 19일","31,160","30,760","31,380","30,720","21.33M","-97.96%"
"2016년 09월 18일","1,527,000","1,527,000","1,527,000","1,527,000","0.02K","4,900.00%"
"2016년 09월 13일","30,540","30,160","30,980","29,900","24.65M","4.23%"
"2016년 09월 12일","29,300","29,800","30,120","29,120","26.22M","-98.14%"
"2016년 09월 11일","1,575,000","1,575,000","1,575,000","1,575,000","-","4,900.00%"
"2016년 09월 09일","31,500","32,220","32,360","31,280","13.04M","-3.90%"
"2016년 09월 08일","32,780","32,460","32,780","32,280","11.84M","1.11%"
"2016년 09월 07일","32,420","32,960","33,040","32,420","9.57M","-1.34%"
"2016년 09월 06일","32,860","32,140","32,900","31,940","7.66M","2.30%"
"2016년 09월 05일","32,120","31,800","32,300","31,700","8.36M","-97.99%"
"2016년 09월 04일","1,597,000","1,597,000","1,597,000","1,597,000","0.09K","4,900.00%"
"2016년 09월 02일","31,940","31,900","32,260","31,760","8.07M","0.63%"
"2016년 09월 01일","31,740","31,660","31,760","31,260","18.74M","-2.04%"
"2016년 08월 31일","32,400","32,820","32,820","32,220","20.48M","-1.52%"
"2016년 08월 30일","32,900","32,940","33,420","32,660","7.84M","0.30%"
"2016년 08월 29일","32,800","32,040","32,800","31,940","8.84M","-97.97%"
"2016년 08월 28일","1,612,000","1,612,000","1,612,000","1,612,000","-","4,900.00%"
"2016년 08월 26일","32,240","32,120","32,460","32,060","12.05M","-1.65%"
"2016년 08월 25일","32,780","32,600","33,180","32,440","14.12M","-0.85%"
"2016년 08월 24일","33,060","33,600","33,640","32,720","15.87M","-2.02%"
"2016년 08월 23일","33,740","33,300","33,880","33,140","10.93M","1.32%"
"2016년 08월 22일","33,300","33,480","33,840","33,180","12.59M","-98.01%"
"2016년 08월 21일","1,675,000","1,675,000","1,675,000","1,675,000","0.02K","4,900.00%"
"2016년 08월 19일","33,500","32,760","33,500","32,720","15.29M","2.13%"
"2016년 08월 18일","32,800","31,340","32,880","31,320","17.87M","4.73%"
"2016년 08월 17일","31,320","31,380","31,400","31,020","6.85M","-0.13%"
"2016년 08월 16일","31,360","30,900","31,520","30,900","10.70M","1.49%"
"2016년 08월 12일","30,900","31,180","31,400","30,880","10.37M","-0.90%"
"2016년 08월 11일","31,180","30,820","31,180","30,520","10.37M","1.17%"
"2016년 08월 10일","30,820","31,340","31,400","30,680","12.06M","-1.66%"
"2016년 08월 09일","31,340","31,480","31,580","31,140","8.76M","-0.13%"
